name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Старший разработчик Bitrix,"Мы — департамент развития цифровых продуктов «Азбуки Вкуса», если коротко — DPDD. Что предстоит делать:  Разрабатывать и поддерживать новые продукты и сервисы; Проведение код-ревью; Погружение в предметную область, анализ требований, участие в процессах проектирования; Рефакторинг и оптимизация существующего кода по мере необходимости/  Что необходимо знать:  PHP 7+, понимание SOLID-принципов, ООП; Опыт работы с CMS Bitrix; Реляционные БД (MySQL); Опыт работы с Docker, Docker-Compose; Jira; Git; Понимание работы Gitlab CI; Опыт в отладке, профилировании, оптимизации кода; Написание тестов; Понимать отличие Vue от Vuex и целесообразность применения технологий фронтовой разработки.  Будет плюсом:  опыт работы с Kubernetes, с брокерами сообщений (Kafka и др.); Опыт работы с Redis, Memcache и пониманием целесообразности их применения; Будет плюсом опыт работы с фреймворкам Laravel; Будет плюсом опыт работы с CMS Drupal или CMS Moodle.  Что мы предлагаем:  Официальное оформление с соблюдением ТК; Новый комфортный офис на Кутузовском; Развитие и обучение; Большая it-команда профессионалов; Интересные задачи; Участие во внутренних и внешних мероприятиях; Достойную зарплату, размер обсудим на собеседовании. ","MySQL, Git, ООП, PHP, Docker",От 3 до 6 лет,Нет,Азбука вкуса,30000,45000,Без вычета налогов,Рубли,Москва,16:46:01 19/07/2007
HTML-верстальщик,"Какие задачи необходимо будет решать:•HTML адаптивная и кроссбраузерная верстка страниц и компонентов по макетам - figma, zeplin, psd;•Изменение стилистики сайта в режиме реального времени;•Создание landing page по дизайн-макетам;•Тестирование верстки в разных браузерах. Вы нам подходите, если у вас есть:•Опыт работы с Vue от 2 лет;•Работа с HTML5, CSS3;•Адаптивная и кроссбраузерная верстка из figma, zeplin, psd макетов;•Опыт применения CSS animations для создания сложных анимаций без использования дополнительных библиотек;•Опыт работы с препроцессорами (SASS, LESS);•Владение Adobe Photoshop на уровне нарезки макета;•Опыт использования методологии БЭМ;•Базовые знания JavaScript;•Знание Git; Будет весомым плюсом:•Опыт работы с Vuetify;•Опыт написания unit-тестов (используем jest);•Умение работать с системами сборки Gulp, Grunt или Webpack;•Опыт работы с Sketch, AvOcode. Что мы предлагаем:• график работы: 5/2, Пн – Пт с 10:00 до 19:00;• оформление по законодательству Республики Беларусь;• бесплатная парковка;• курсы английского языка в офисе компании;• интересные корпоративные мероприятия;•100% оплата больничных, отпусков, 3 sick days;• поддержка со стороны компании стремления к обучению, оплата обучения;• комфортные условия работы (современный новый офис с террасой в Бизнес-центре «Forum Plaza», пер. Козлова, 25, современная техника, оборудованная кухня, где всегда всё наличии).","CSS3, HTML5, jQuery, Less, Bootstrap, Vuetify, Vue, Jest",От 1 года до 3 лет,Нет,МАКСБИТСОЛЮШЕН,3000,5000,С вычетом налогов,Белорусские рубли,Минск,13:45:03 09/05/2022
Креативный продюсер,"Мы растем, и команда растет с нами! Мы в поиске Креативного продюсера в наше новое заведение! Мы хотим видеть в коллективе своего единомышленника: человека, генерирующего идеи, который сможет их грамотно реализовать! Мы предлагаем:  Доход выше рынка для успешных кандидатов; Обучение и развитие за счет Компании; Широкий круг возможностей для реализации идей; Работу в команде управленцев в одной из лидирующих компаний в своей сфере в стране.  Что нужно делать:  Разрабатывать концепции идей и рекламных материалов; Разрабатывать концепции рекламных компаний и креативных решений; Разрабатывать план и идеи event, pr и промо-мероприятий; Поиск новых идей, отслеживание трендов; Привлечение дополнительных ресурсов и подрядчиков для производства; Контроль работы подрядных специалистов (смм, видеограф, монтажер); Контроль процессов создания и производства рекламных материалов; Обеспечение высокого качества выпускаемых продуктов рекламы; Обеспечение высокого уровня ведения социальных сетей, каналов и чатов.  Что важно знать и уметь:  Опыт работы на схожей должности от 3х лет; Высокие коммуникативные навыки; Внимательность к людям, умение удерживать, сплочать и направлять команду; Логика и креативность, внимание к деталям, чувство юмора, легкость в общении, ответственность за результат.  Здорово, если у Вас есть опыт работы в премиум сегменте. Если Вы ждали знака изменить и улучшить жизнь, это он - откликайся!","Креативность, Управление проектами, Работа в команде, Организаторские навыки, Деловая коммуникация, Развитие бренда",От 3 до 6 лет,Нет,Honey Bunny,150000,45000,С вычетом налогов,Рубли,Москва,23:08:27 20/09/2016
Junior/Middle Automation QA инженер (Python language),"A new Fintech start-up founded by ex-PayPal top managers is looking for Junior/Middle Automation QA Engineers with knowleadge Python language. Requirements:- experience in writing tests using Python- Fluency with Atlassian products (Jira, Confluence)- Strong communication and technical skills- written and spoken English (B2+)","MS SQL, QA, Python, Automation testing",От 1 года до 3 лет,Нет,Течкор,50000,150000,С вычетом налогов,Рубли,Минск,00:45:34 05/04/2008
Системный инженер группы эксплуатации базовых сервисов,"Обязанности:  Планирование и выполнение работ по обеспечению и повышению отказоустойчивости, производительности, информационной безопасности ИТ-инфраструктуры Сопровождение и обеспечение бесперебойной работы информационных сервисов компании; Техническое обслуживание аппаратно-программных комплексов; Обеспечение работоспособности:  Распределенной отказоустойчивой серверной инфраструктуры в ЦОДах; Средств виртуализации VMWare vSphere/vCenter, KVM Систем централизованного резервного копирования на базе Veeam, Acronis и др. Серверного оборудования, систем хранения данных, ленточных библиотек; Распределенной SAN сети и сопутствующего оборудования Сетевых библиотек NFS4, накопителей блочного доступа iSCSI Поддержание работоспособности Linux|Unix систем   Осуществление непрерывного и корректного функционирования оборудования и систем в зоне своей ответственности; Своевременное выполнение регламентных операций, технических мероприятий и профилактических работ; Управление средствами мониторинга и аудита инфраструктуры; Участие в разработке и внедрении проектов по развитию систем; Планирование и проведение изменений конфигураций, документирование проведенных изменений; Разработка и ведение эксплуатационной документации; Организация и проведение работ по монтажу, пуско-наладке и вводу в промышленную эксплуатацию оборудования СХД и SAN коммутаторов; Подготовка статистических отчетов о режимах функционирования систем, о потребляемых аппаратно-программных ресурсах; Мониторинг инфраструктуры системой мониторинга Zabbix, LPAR;  Требования:  Высшее или среднее специальное образование; Знание английского языка (чтение технической документации)  Опыт работы от 3 лет;  Знание и понимание основ ITIL/ITSM  Условия:  График работы 5/2 ; ДМС включая стоматологию с первого рабочего дня; Предоставление корпоративной мобильной связи; Оформление по ТК РФ. ","Active Directory, Сборка ПК, Настройка ПК, Настройка сетевых подключений, Ремонт ПК, Настройка ПО, Администрирование сетевого оборудования, Локальные сети, Mikrotik, ЭЦП, Офисная техника, Администрирование 1С",От 3 до 6 лет,Нет,Газстройпром,40000,130000,Без вычета налогов,Рубли,Санкт-Петербург,21:16:29 15/01/2010
Системный аналитик,"Главгосэкспертиза России – драйвер цифровой трансформации и ИТ-инноваций всей строительной отрасли страны. Наша команда Центра цифровой трансформации – это сплоченный коллектив профессионалов из различных отраслей со всей России, объединенных общей целью создания и развития собственных программных продуктов на базе актуальных технологий. Главная наша ценность – это люди, и именно твои мнение и опыт, смелые предложения и идеи, конструктивно высказанные сегодня, определят то, как экспертиза и строительство будут выглядеть завтра. Сразу о главном:  Вся команда in-house, а подрядчиков привлекаем, только если это действительно необходимо; Используем СПО, технологии выбираем сами, используем микросервисный подход; На создание продукта у нас примерно 2 года, а дальше – его непрерывное развитие и улучшение; Нам важны не столько технические компетенции и опыт, сколько глубокая вовлеченность и заинтересованность в достижении результата; Да, мы из госсектора, но наша команда не про процессы, а про решения.  Что мы ожидаем: В только что стартовавший проект по созданию нового корпоративного продукта ты придешь на роль системного аналитика, а это значит, что:    У тебя есть опыт работы системным аналитиком и высшее образование (желательно профильное); Ты умеешь анализировать архитектуру системы, прогнозировать дальнейшие тенденции по изменениям и оценивать степень их влияния; Ты умеешь управлять требованиями и их изменениями на всех этапах жизненного цикла системы и ПО и способен сформулировать их на языках бизнеса и системы; Ты готов совместно с архитектором системы и бизнес-аналитиком находить оптимальное решение с учетом интересов всех заинтересованных сторон.  Чем ты будешь заниматься:  Формировать общие и детализированные требования к продукту в целом и его новым фичам, анализировать их влияние и проводить оптимальные изменения; Принимать участие в документировании системы в целом, отдельных сервисов и этапов разработки, а также поддерживать документацию в актуальном состоянии (до прихода в команду технического писателя); Совместно с бизнес-аналитиком, архитектором и разработчиками формировать задачи на разработку, выполнять их тестирование, приемку и презентовать заказчикам; Принимать активное участие в непрерывном улучшении флагманского продукта, которым ежедневно пользуются тысячи людей по всей стране.    А твоим огромным преимуществом будет:  Опыт работы в разработке ПО на базе микросервисной архитектуры - от 2 лет; Опыт построения и сопровождения ресурсонагруженных отказоустойчивых корпоративных приложений; Опыт интеграции ПО/АС/ИС корпоративного уровня со смежными системами; Знание графических языков моделирования UML/SysML и опыт работы с системами RMS; Участие в проектах разработки и внедрения систем электронного документооборота крупных предприятий, холдингов и государственных структур; Участие в проектах внедрения BIM/MDM-систем и их интеграции в аналогичной роли.    Что мы готовы предложить:  Формат работы на твой выбор: офис/дистанционно, 5/2, с 9 до 18:00 (сокращенный рабочий день в пятницу); Уровень стабильной заработной платы: обсуждаем индивидуально; Компенсация профессионального обучения, внутреннее обучение; Полный соцпакет; ДМС (включая стоматологию и международную страховку); Корпоративные мероприятия (спорт, клубы по интересам, лекции, &quot;зеленые&quot; и осознанного потребления принципы в офисе).  Навыки, которые помогут: Системный анализ, системный инжиниринг, моделирование и проектирование бизнес-процессов, сбор требований, формализация требований, SQL-запросы Инструменты, знание которых может пригодиться: MS Excel (ВПР, сводные таблицы), MS PowerPoint, BPMN, Bizagi, MS Visio, RMS-системы (DOORS, Integrity и т.д.), Oxygen, Jira, Confluence.","BPMN, UML, Atlassian Confluence, Atlassian Jira, SQL, BPMN, Bizagi, MS Visio, RMS-системы (DOORS, Integrity и т.д.), Oxygen, Jira, Confluence.",От 3 до 6 лет,Нет,Главгосэкспертиза,40000,250000,Без вычета налогов,Рубли,Москва,10:18:06 08/10/2020
HTML-верстальщик (remote),"Данная позиция предполагает формат работы «full-time». Мы рассматриваем полностью удаленный формат работы (home-based).Что у нас есть:•Наша компания является резидентом Парка Высоких Технологий.•Интересные задачи, коллектив профессионалов, четкие цели и свежие взгляды на разработку.•Мы занимаемся разработкой новых и технически сложных развлекательных онлайн-проектов, ориентированных на международную аудиторию (онлайн-игровое направление).•Глубокая экспертиза в создании высоконагруженных порталов позволяет создавать современные веб-решения, реализованные на свежих идеях.•Наша команда активно расширяется, и мы приглашаем HTML-верстальщика, для участия в разработке нашего продукта. Какие задачи необходимо будет решать:•HTML адаптивная и кроссбраузерная верстка страниц и компонентов по макетам - figma, zeplin, psd;•Изменение стилистики сайта в режиме реального времени;•Создание landing page по дизайн-макетам;•Тестирование верстки в разных браузерах. Вы нам подходите, если у вас есть:•Опыт работы с Vue от 2 лет;•Работа с HTML5, CSS3;•Адаптивная и кроссбраузерная верстка из figma, zeplin, psd макетов;•Опыт применения CSS animations для создания сложных анимаций без использования дополнительных библиотек;•Опыт работы с препроцессорами (SASS, LESS);•Владение Adobe Photoshop на уровне нарезки макета;•Опыт использования методологии БЭМ;•Базовые знания JavaScript;•Знание Git; Будет весомым плюсом:•Опыт работы с Vuetify;•Опыт написания unit-тестов (используем jest);•Умение работать с системами сборки Gulp, Grunt или Webpack;•Опыт работы с Sketch, AvOcode. Что мы предлагаем:•Фиксированный оклад (по результатам встречи);•График работы: 5/2 Пн – Пт с 10:00 до 19:00;•Оформление по ТК РФ;•Своевременная выплата заработной платы;•Неограниченные перспективы карьерного и профессионального роста;•100% оплата больничных, отпусков.","CSS3, HTML5, jQuery, Less, Bootstrap, Vuetify, Vue",От 1 года до 3 лет,Нет,МАКСБИТСОЛЮШЕН,90000,150000,С вычетом налогов,Рубли,Москва,05:05:00 17/12/2006
Продуктовый дизайнер,"Здравствуйте, уважаемые Продуктовые дизайнеры! Резидент СКОЛКОВО, Аккредитованная МинЦифрой РФ - ИТ компания. В вакансии много текста, но все по делу (старайтесь не откликаться без сопроводительного письма)!  В мае 2022 года получили статус партнера Оператора ФНС по работе с налогом на профессиональный доход В феврале 2022 года получили статус резидента инновационного центра Сколково, вошли в ассоциации АРПП, АПКИТ, получили патент на свою разработку В декабре 2021 года готов базовый функционал 3 мобильных приложений, веб сайта, веб портала (личный кабинет аутсорсинговой компании), подали заявки на регистрации программ в Роспатент В июле 2021 года существенно расширили функционал и запустили продукт в коммерческую эксплуатацию В январе 2021 года запустили пилот, подали заявку на партнерство с ФНС РФ и резидентство в Сколково В октябре 2020 получили статус резидента Бизнес-инкубатора Ингрия и запустили альфа версии мобильных приложений и сайта  Обязательно прочитайте информацию о Компании перед тем, как откликаться на данную вакансию, это важно! Проект достаточно сложный и масштабный (и это не просто слова). Создаем Цифрового двойника Аутсорсинговых компаний с использованием Искусственного интеллекта и Машинного обучения (Outsourcing Company Digital Twin - Gartner Hype Cycle for Emergind Technologies 2021, AI&amp;ML). Аналогичных проектов пока нет на российском рынке, но есть на западных. Не считаем себя уникальными, но все факты говорят именно об этом – готовы подробнее рассказать на интервью. С уважением к Вам и вашему времени. Цель HR-tech проекта: В результате COVID-19, многие жители РФ остались без работы и в сложной экономической ситуации, при которой найти нормальную работу и сделать это быстро они не смогут. В крупных городах проблема менее заметна, но в городах менее 1 млн населения и отдаленных районах такая проблема ярко выражена. Для нас крайне важно оказать реальную поддержку населению страны, оказавшимся без работы и нуждающихся в деньгах. Мы разрабатываем цифровую аутсорсинг платформу по трудоустройству линейного персонала («синие воротнички», не путать с белыми!), которая позволит по-новому взглянуть на процессы взаимодействия корпоративных клиентов и исполнителей. Сервис поможет бизнесу найти исполнителя, а человеку – любимую работу и компанию мечты. Диджитализация, уберизация и создание уникальных конкурентных преимуществ на рынке – вот три основные задачи, которые решает команда на пути реализации проекта, реализуемого за 3 фазы. На какой мы стадии  --&gt; Расширяем функционал продукта, подключаем коммерческих клиентов &lt;-- Собрана команда, открыто финансирование по проекту Разработан дизайн проект, UI-кит и дизайн система 58ой спринт ИТ разработки (2х недельные спринты) Разработаны мобильные приложения для iOS, Android и Huawei Разработан web сайт и консоль администратора Развернули кластерную инфраструктуру и заставили работать 12 приложений и 26 микросервисов как единое целое Пережили 2 года: не развалились, не закрылись, не разорились, перенесли pivot, не выгорели, а в 2021 года увеличили штат почти в 4 раза  Что предлагаем:  3 дня в офисе, 2 дня удаленно Команда, нацеленная на общий результат и интересные задачи по ходу превращения проекта в MVP, а затем в полноценный продукт Руководители, которые работают с Вами как с партнерами, могут передать опыт и помочь, а не просто ставить Вам задачи и контролировать их исполнение Готовность к открытому диалогу с целью индивидуального обсуждения с каждым кандидатом зарплатных ожиданий и условий работы Офис класса В+ в престижном районе Москве с панорамными окнами (команды: дизайнеры, аналитики, тестировщики, маркетинг, продажи, операционисты) Производительный Ультрабук Asus 2021 года / MacBook Pro 13 для комфортной работы На 100% честное трудоустройство, никаких задержек выплат з/п, регулярная индексация (не менее 2х раз в год) и бонусы Дух стартапа и стабильность крупной компании  Ожидания от Продуктового дизайнера:  Опыт работы в области дизайна, проектирования и прототипирования интерфейсов от 2-х лет; Свободное владение Figma; Умение построить Customer Journey Map и User Story Mapping; Знание принципов UX/UI, знание трендов в дизайне интерфейсов; Опыт разработки сложных интерфейсов на основе пользовательских и бизнес сценариев; Наличие портфолио, которым Вы действительно гордитесь; Нам крайне важно наличие у Вас собственного мнения по дизайну и готовность его отстаивать\обосновывать.  Основные задачи Продуктового дизайнера:  Проектировать и прототипировать интерфейсы, создавать мокапы и кликабельные прототипы; Разрабатывать дизайн-макеты интерфейсов для веб и мобильных приложении под iOS и Android (iOS Human Interfaces Guidelines и Google Material Design); Генерировать гипотезы, общаться с пользователями и исследовать эффективность решений в боевых условиях (A/B тестирование); Взаимодействовать с продуктовой командой (Product Owner, Бизнес-аналитики, Команда Разработки); Участвовать в обсуждении внедрения новых продуктовых решений и функционала платформы; Анализировать существующие решения для улучшения юзабилити проекта.  Обратная связь Мы ценим время друг друга и оперативно даем обратную связь КАЖДОМУ участнику, который откликнется на вакансию. Финальное решение будет после двух собеседований (15 минут + 45 минут) Если Вы не подходите по параметру Опыт (стаж) работы, но уверены, что справитесь - дайте нам знать Отклики с сопроводительным письмом (почему Вам было бы интересно присоединиться к проекту и команде) и указанием зарплатных ожиданий будут для нас крайне важны и приоритетны  ","UX, UI, Customer Journey Map, User Story Mapping, Figma, Проектирование пользовательских интерфейсов, Прототипирование, Дизайн интерфейсов",От 1 года до 3 лет,Нет,Прoект,200,45000,С вычетом налогов,Рубли,Москва,00:35:26 02/05/2012
Middle Java Developer,"Международная Финтех компания в поиске Java разработчиков!Обязанности: ​​Мы ищем Креативных, амбициозных разработчиков Java ! Готовых работать независимо и нести ответственность за весь комплекс действий при реализации новых функций. Разработчики должны иметь возможность взглянуть на проблему с точки зрения пользователя.Мы очень ценим практические знания, а их качество определяем тестированием!Если ты не боишься технических заданий, направляй свое резюме и стань частью команды! Требования:  Опыт коммерческой разработки на java от 3 лет Английский язык от B2 Глубокие знания ООП, микросервисов, REST API Опыт работы с Java, Spring, Spring Boot Опыт работы с ActiveMQ, RabbitMQ, Kafka или аналогами Опыт работы с CI/CD, Docker, Kubernetes, ELK stack, API Gateway Знакомство с Git  Условия:  Оформление по ТК/ИП Возможность удаленной работы из любой точки мира Гибкое начало и окончание рабочего дня. Конкурентная заработная плата. Возможность участвовать в крупных проектах. Возможность карьерного роста в крупной стабильной компании. ","Adobe Photoshop, CorelDRAW, Adobe Illustrator, Графический дизайн, Графические редакторы",От 3 до 6 лет,Нет,HR Prime,1000,2000,С вычетом налогов,Доллары,Москва,05:46:42 23/10/2024
Front-End разработчик (ЕСР),"ЕСР - единая система рассылок, которая позволяет быстро и эффективно создавать корпоративные рассылки, направлять их на целевую аудиторию и собирать по ним статистику. На 2022 год планируется развитие системы как единого окна для формирования внутрибанковских коммуникаций с возможностью сбора по ним сквозной аналитики. Пользователю доступен личный кабинет, в котором он может сформировать коммуникацию и направить на целевую аудиторию через внутренние цифровые каналы (корпоративные портал, мессенджер, скринсейверы и рассылки). Ищем разработчика, готового последовательно рефакторить и расширять архитектуру для поддержки новых каналов коммуникаций. Что мы делаем: Кросс-функциональная команда из владельца продукта, двух фронтенд-разработчиков, бэкенд-разработчика, аналитика, тестировщика и дизайнера.  Личный кабинет управления рассылками с управлением персонализацией и таргетированием, Распиливаем монолит приложения на части, Поддерживаем конструктор писем и библиотеку компонентов, Разрабатываем новый и развиваем конструктор статей.  Вы — наш кандидат, если:  работали с React и стейт менеджерами, styled-components, готовы использовать в проектах TypeScript, умеете писать юнит-тесты (банковские Quality Gate требуют 80% покрытия кода).  Будет преимуществом:  был опыт с @microsoft/rush или другими инструментами для организации монорепозитория, у вас есть опыт разработки верстки писем, использовали в работе NodeJS/Express, работали с инструментами CI/CD (Jenkins)  Кроме зарплаты, вы получите:  рабочий ноутбук на выбор: MacBook или Windows, индивидуальный план адаптации и развития с доступом к лекциям, вебинарам, книгам и обучающим материалам любой специализации, сообщество фронтенд-разработчиков и возможность участвовать в конференциях и внутренних митапах, ДМС, страхование от несчастных случаев и тяжелых заболеваний для вас и ваших близких, материальную помощь и социальную поддержку, корпоративную пенсионную программу, скидки для сотрудников от партнёров экосистемы Сбера, кредиты на льготных условиях, корпоративную пенсионную программу, скидки для сотрудников от партнёров экосистемы Сбера, кредиты на льготных условиях. ",Node.js,От 1 года до 3 лет,Нет,СБЕР,45000,52000,С вычетом налогов,Рубли,Москва,01:11:01 16/06/2005
Старший сетевой инженер группы эксплуатации телекоммуникационной инфраструктуры,"Обязанности  Планирование времени инженеров прямого подчинения, постановка задач, контроль исполнения поручений, доклад руководителю; Планирование и развитие эксплуатируемой ИТ инфраструктуры; Внедрение ИТ решений для автоматизации, оптимизации работы ИТ инфраструктуры. Эксплуатация и мониторинг сетевого оборудования; Настройка и сопровождение сетевого оборудования; Сопровождение и обеспечение бесперебойной работы базовых информационных сервисов компании; Обеспечение работоспособности:   Систем корпоративной аудио/видео связи на базе продуктов Cisco (UCM/CMS) Корпоративных систем передачи данных (LAN/WAN/VSAT) Систем обеспечения сетевой и информационной безопасности (IPsec, SSL VPN, WAN оптимизаторов, Firewall, AAA, Radius, 802.1x) Систем аудита и мониторинга сети   Управление средствами мониторинга, выявление потенциальных проблем в работе сетевого оборудования; Техническая поддержка и помощь пользователей; Планирование и проведение изменений конфигураций, документирование проведённых изменений; Внедрение и сопровождение новых продуктов и технологий; Разработка и ведение эксплуатационной документации; Выявление ошибок пользователей и сетевого программного обеспечения, восстановление работоспособности систем; Подготовка отчётов и справок по направлению деятельности  Требования:  Высшее или среднее специальное образование; Знание английского языка (чтение технической документации)  Опыт работы от 3 лет;  Знание и понимание основ ITIL/ITSM  Условия:  График работы 5/2 ; ДМС включая стоматологию с первого рабочего дня; Предоставление корпоративной мобильной связи; Оформление по ТК РФ. ","Cisco, Терминальные серверы, MS Exchange",От 3 до 6 лет,Нет,Газстройпром,160000,90000,С вычетом налогов,Рубли,Санкт-Петербург,21:25:16 07/06/2023
