name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Механик/автослесарь по ремонту дорожно-строительной спецтехники,"​В компанию МС-партс (метро Владыкино) требуется механик с опытом ремонта дорожно-строительной техники. Обязанности * Участвует в приемке новой и б/у техники, качественный ремонт и техническое обслуживание дорожно-строительной спецтехники ( Mustang, Gehl, Bobcat, Ant, Case, Avant и мини-экскаваторов Yanmar, Kubota, Hitachi, Hanix) Требования: * Знание и опыт работы с ДВС ( двигатели внутреннего сгорания ) гидравлической системы и электрической системы * опыт работы в сфере дорожно-строительной спецтехники от 1 года * наличие профильного образования * водительские права категории В * коммуникабельность * позитивный настрой при работе с клиентом Условия: * оформление по ТК РФ * пятидневная рабочая неделя с 09:00 до 18:00 (пятница до 17:00) * офис и склад находятся в районе метро Бабушкинская * сотруднику выдается служебный автомобиль и мобильный телефон, для связи с клиентами * работа в молодом и дружном коллективе Зарплата : оклад + оплата по заказ-нарядам    ","Водительское удостоверение категории B
Знание устройства автомобиля
Мобильность
Знание ДВС",between3And6,False,Staffline,70000.0,120000.0,False,RUR,Москва,18:52:25 05/07/2022
Специалист по сопровождению резидентов,"Обязанности:   Оценка инвестиционной привлекательности и экономической целесообразности проектов;   Подготовка презентаций и других информационно-аналитических материалов;   Подготовка расчетов и финансовых моделей проектов;   Выполнение оперативных поручений руководителя;   Подготовка деловых писем;   Организация и проведение встреч/видеоконференций;   Документооборот.   Требования:   Уверенный пользователь ПК (MS Excel, Word, Power Point;   Грамотная письменная и устная речь;   Умение вести деловую переписку;   Приветствуются знания ФЗ-116 «Об особых экономических зонах».   Условия:   График работы - 5/2, с 09:00 до 18:00. Выходные - суббота, воскресенье;   Работа в стабильной компании, дружный коллектив;   Возможность карьерного роста;   Соц. пакет: путевки в лагерь для детей сотрудником компании, детские елки для детей сотрудников, льготы на питание сотрудникам компании, премии 2 раза в год. Среднегодовая заработная плата 80 000 руб.;   Официальное оформление по ТК РФ.  ","Грамотная речь
Подготовка презентаций
MS PowerPoint
Деловая переписка
Деловое общение",between1And3,False,ОЭЗ ТВТ Дубна,80000.0,80000.0,True,RUR,Дубна,18:56:15 17/07/2022
Дизайнер-печатник / сотрудник Копицентра,"У нас открыты две одинаковые вакансии, но в двух наших офисах. Обязанности:  Копировальные работы Печать листовок, визиток, каталогов Изготовление сувениров методом сублимации (кружки, футболки, бейджики) Работа с режущим плоттером, пластиком пвх, пластиковыми картами (только в офисе на Советской) Фотолаборатория (только в ТЦ Радуга)  Требования:  Опыт работы в смежной сфере не менее 1 года (типография, рекламное агентство, копицентр) Законченное образование  Условия:  Центральный офис (Советская, 36) 5/2, с 9:00 до 18:00 (печатник, помощник), работа в команде. Копицентр в ТЦ Радуга, 2/2, с 9:00 до 20:00. (дизайнер-печатник, нужно знание CorelDRAW) ","Грамотность
CorelDRAW
Пользователь ПК
умение работать с программами Word, Excel, Power Point
Исполнительность",between1And3,False,Типография Всё Просто,25000.0,30000.0,False,RUR,Липецк,18:59:23 05/07/2022
Аналитик 1С по регламентированному учёту,"Участие в проектах автоматизации в качества аналитика по регламентированному, бухгалтерскому учету. Обязанности:  Сбор требований от заказчика (бэклог) Составление технических заданий по доработке функционала программных продуктов 1С под нужды заказчика Приемка и тестирование функциональности системы Составление инструкций пользователя для доработанного функционала. Сопровождение (консультирование и обучение) ключевых пользователей, на этапе запуска в эксплуатацию Активное участие во внедрении разработанного функционала.  Требования:  Знание норм Рег. Учёта Знание и опыт работы с 1С Сертификат(ы) 1С  Условия:  Проектная работа Заключаем договор с самозанятым Ставка в час 1 000 руб -1 500 руб з/пл от 30 000р до 150 000р ","Разработка инструкций
Высокие коммуникативные навыки
Разработка технических заданий
Уверенное знание ПК
Знание 1С Предприятие
Техническое задание
Проектная деятельность
Проектная работа
способность анализировать проблемы, эффективно искать пути их разрешения
Работа в команде",between3And6,False,Мотова Ольга Алексеевна,30000.0,90000.0,True,RUR,Нижний Новгород,19:00:35 05/07/2022
Инженер-монтажник беспроводных систем связи,"Обязанности:  Монтаж базовых станций БШПД Mikrotik, Ubiquiti, Ligowave, Cambium на территории г.Москвы и МО Монтаж радиоканалов точка-точка Монтаж узлов связи на жилом фонде с нуля (включая электрику) Выездная техническая поддержка действующих объектов Проведение технических обследований планируемых включений  Требования:  Опыт установки оборудования Mikrotik, Ubiquiti, Ligowave, Cambium Знание основ беспроводных сетей Опыт проведения высотных работ Опыт электромонтажных работ  Условия:  Испытательный срок 1 месяц Зп от 80 000 на руки Служебная мобильная связь ","Мобильность
Монтаж оборудования
Точность и внимательность к деталям
Internet",between1And3,False,Региональные беспроводные сети,80000.0,120000.0,False,RUR,Москва,19:09:19 17/07/2022
Тестировщик junior+/middle,"Привет! Мы — компания ProfitClicks, уже 6 лет развиваемся в сфере интернет-рекламы и IT. За это время нам удалось реализовать свои успешные продукты: нативную рекламную сеть ads2.bid, сеть по монетизации push-уведомлений PushProfit, RTB аукцион и другие решения. Часть из них — highload-системы. В команде QA сейчас руководитель и 4 тестировщика. Задач становится больше, поэтому мы расширяем отдел и ищем Тестировщика Junior+. Формат работы - только офис Краснодара. Какие будут задачи:   Ручное тестирование продуктов компании (основным продуктом будет OneProfit - рекламная платформа)   Составление баг-репортов и своевременное сообщение об ошибках в системах   Написание документации по продуктам, пополнение базы знаний компании   Тесное сотрудничество с командой разработки, с целью совершенствования продуктов компании   Пожелания к опыту:   Обязателен коммерческий опыт работы на позиции Тестировщика/ QA от 6 месяцев    Опыт ручного тестирования веб приложений (ПК, Моб)   Владение основными методологиями ручного тестирования   Понимание состава запроса http протокола   Минимальный опыт с базами данных (на уровне написания простых запросов)   Будет большим плюсом:  Знание основ любого языка программирования Опыт в сфере интернет-рекламы  Со своей стороны предлагаем:   Белое оформление с первого дня, испытательный срок 2 месяца   Оклад вилка 40 000 - 70 000 руб. на руки (в зависимости от вашего опыта) + премия, которая зависит от выполнения квартальных целей команды   Плавающее начало рабочего дня (с 7:30 до 10:30 утра), график 5/2, среда - удаленный день   Современный офис на ул. Красных Партизан 367 (кухня, массажное кресло, зоны отдыха, PS5)   ДМС или фитнес через 6 месяцев работы в компании   Корпоративная и пополняемая каждый месяц библиотека с литературой по IT   Возможность обучаться на онлайн курсах и посещать профильные конференции за счет компании (у отдела QA уже куплен один курс по тестированию, которым непременно поделимся)   Классный совместный досуг с коллегами: настолки, сражения в плойку, футбол, поездки в горы, корпоративы :)   Если вас заинтересовала вакансия, мы будем рады познакомиться поближе! Оставляйте отклик или пишите в telegram","Тестирование
QA
Ручное тестирование
Bug Reporting",between1And3,False,ПРОФИТКЛИКС,40000.0,70000.0,False,RUR,Краснодар,19:11:05 17/07/2022
Специалист технической поддержки,"Условия работы:  Оформление на постоянную работу в соответствии с ТК РФ; Испытательный срок 3 месяца; Стабильная заработная плана; Уверенность в завтрашнем дне. Мы оформляем сотрудников с первого дня по ТК РФ, гарантируем своевременную выплату заработной платы 2 раза в месяц; Отпуск и больничный оплачивается в соответствии с Трудовым кодексом РФ; Полис ДМС (стоматология включена); Возможность личного и профессионального развития; Работа в офисе - метро &quot;Молодежная&quot;.  Ключевые задачи в должности:  Приём и обработка заявок от пользователей; Консультация пользователей по работе с оборудованием и ПО; Установка, настройка, ремонт, решение проблем с ПК; Установка, настройка, обновление, решение проблем с ПО; Настройка, устранение сбоев в работе телефонии, сети, средств связи; Управление доступами и лицензиями; Ведение базы знаний; Взаимодействие с подрядными организациями.  Требования:  Широкий кругозор в области IT; Опыт работы в технической поддержке; Опыт работы с системами ServiceDesk; Техническая грамотность, отличное знание архитектуры современного пользовательского оборудования; Знание всей линейки Windows (на уровне администратора); Знание стандартного пакета офисных программ MS Office, 1С; Понимание принципов работы сетевого оборудования; Знание сетевых протоколов IP, DHCP, DNS, VPN, L2TP, IPSEC; Опыт работы со службой каталогов AD; Умение работать как самостоятельно, так и в команде; Готовность работать в сменном графике, включая ночные смены; ","Настройка ПК
Настройка ПО
Настройка сетевых подключений
Windows 7
Windows Os
TCP/IP
Техническая поддержка
ServiceDisk
Ремонт ПК
Администрирование
Офисная техника
Системный администратор
Helpdesk
Intraservice",between1And3,False,"РОСИНКАС, объединение",120000.0,120000.0,True,RUR,Москва,19:15:45 05/07/2022
Начальник транспортного участка,"На кирпичный завод АО &quot;Пятый элемент&quot; в пос. Белкино Краснознаменского района Калининградской области требуется начальник транспортного участка. Обязанности: Руководство производственно-хозяйственной деятельностью цеха Использование резервов повышения производительности труда и снижения издержек производства Организует контроль за рациональным использованием транспортных средств в соответствии с установленными нормами их грузоподъемности и вместимости. Внедрение прогрессивных форм организации труда, аттестации и рационализации рабочих мест Подбор кадров рабочих, их расстановку и целесообразное использование Организует контроль и добивается соблюдения работниками транспортного участка производственной и трудовой дисциплины, выполнение ими должностных инструкций, правил и норм по охране труда, технике безопасности, производственной санитарии и пожарной безопасности. На время проведения капитального, текущего ремонта основного и дополнительного оборудования обеспечивает контроль за работами по капитальному и текущему ремонту оборудования находящегося в его зоне ответственности, а так же в целом по предприятию проводимыми как сторонними организациями, так и силами своего подразделения. Требования:  Высшее профессиональное (техническое) образование; Стаж работы по профилю не менее 3 лет или среднее профессиональное (техническое) образование и стаж работы по организации транспортного обслуживания предприятия не менее 5 лет.    Условия:  Оформление в соответствии с ТК РФ; Нормированный рабочий день с 08:00 до 17:00 часов.   ","Пользователь ПК
Подбор производственного персонала
Охрана труда и техника безопасности
Организаторские навыки
Управление производственным персоналом",between3And6,False,Пятый элемент,40000.0,45000.0,False,RUR,Краснознаменск (Калининградская область),19:25:24 05/07/2022
Менеджер проектов / менеджер по продажам (IT-решений),"Компания «Лимарк» - один из ведущих и перспективных системных интеграторов в Свердловской области. Мы растущие, современные, открыто смотрим в будущее и очень ценим профессионалов в своей команде. Мы любим обучаться, развиваться, реализовывать интересные проекты. В связи с активным развитием, мы ищем крутого менеджера по продажам.   Что будете делать: - заниматься поиском и привлечением новых заказчиков, а также поддерживать отношения с постоянными заказчиками; - общаться с заказчиками по телефону, встречаться, узнавать задачи, предлагать умные технологические решения, которые помогут им преодолеть технические сложности, сэкономить средства и стать еще эффективнее; - продвигать ИТ решения для бизнеса: компьютерная инфраструктура - сетевые, серверные решения, системы хранения данных, ЦОД, системы видеонаблюдения, IP телефония, системы безопасности (СКУД, ОС), в том числе, Huawei, Cisco, HPE, Lenovo, Dell, Hikvision, Panasonic, Bosch и др.) - формировать воронку продаж, сопровождать, контролировать и управлять продажами данных решений; - взаимодействовать с пресейл инженерами - помощниками в подготовке технических решений и проведении переговоров с заказчиками; - быть наставником молодых коллег (менеджеров по продажам); - замещать руководителя отдела во время отпуска. Мы ожидаем, что Вы:  разбираетесь в информационных технологиях; имеете высшее образование или опыт в технической сфере; имеете успешный опыт личных активных продаж клиентам B2B/B2G; знаете принципы проектных продаж (не обязательно, но будет плюсом); умеете разговаривать на одном языке и с ИТ-специалистами, и с маркетингом; можете простым языком объяснить то, что сложно устроено и чем это может быть полезно; постоянно совершенствуете свои навыки и можете поделиться опытом с командой; искренне желаете много зарабатывать (не получать, а именно зарабатывать) и развиваться для достижения высоких результатов, в том числе, своего высокого дохода; реализуете на этой должности свое стремление к карьерному росту.  Что мы предлагаем:  работу в крутых проектах, общение с интересными людьми; официальное оформление по ТК РФ; стабильную, конкурентоспособную, всегда своевременную заработную плату;  адаптацию на рабочем месте во время испытательного срока (1-2 месяца), помощь в изучении предлагаемых технических решений и бизнес процессов;   четкую систему мотивации: оклад + премия (без потолка);  регулярное обучение: тренинги и необходимых курсы для достижения Ваших результатов, как внутри компании, так и у наших партнеров-производителей; график 5/2 (выходные: суббота, воскресенье); карьерный рост и профессиональное развитие. ","Ведение переговоров
Информационные технологии
B2B Продажи
Работа в команде
B2G продажи
Активные продажи
Английский язык
Системное мышление
Холодные продажи
Деловое общение
Продажа комплексных проектов
Тайм-менеджмент
Управление командой
Многозадачность",moreThan6,False,Компания Лимарк,60000.0,120000.0,False,RUR,Екатеринбург,18:35:17 18/07/2022
Слесарь по ремонту бензоинструмента (садовая и строительная техника),"Требования к кандидату:   опыт работы знание устройств бензотехники (2-х и 4-х тактных двигателей, бензогенераторов, вибротрамбовок, мотопомп и другого садового и строительного оборудования различных производителей) ответственность исполнительность  Должностные обязанности:   диагностика неисправностей диагностика и ремонт бензотехники  Компания предлагает:   удобное местоположение(ст.м. Автозаводская) подробности при собеседовании испытательный срок 3 месяца график работы пн-пт с 09:00 до 18:00; (обед с 13:00-14:00) ",Ремонт,between1And3,False,Инфоклаб,1500.0,2000.0,False,BYR,Минск,19:36:16 05/07/2022
Менеджер по продукту / Product Owner,"Craftum — конструктор сайтов который бросил вызов текущему рынку сайтостроения.Мы считаем, что эффективные и продающие сайты может создавать каждый. Для этого не нужно быть дизайнером или разработчиком.Наша цель — дать людям инструмент, который позволит им легко создавать конверсионные и лидогенерящие сайты. Сейчас мы ищем менеджера продукта и мы убеждены, что наш совместный опыт позволит нам донести до клиента продукт, способный перехватить лидерство на российском и зарубежном рынках.  Немного о том, как у нас выстроена работа в продукте:   Есть продуктовая команда (аналитики, маркетологи, проджект и продакт менеджеры) которая постоянно занимается переработкой клиентского фидбэка, анализом воронок и реализацией фич;   Есть мощная команда разработки (front-end на Vue.JS и back-end на Python, тестировщики и дизайнеры) которая реализует запросы продуктовой команды;   Основная цель продукта на ближайшие 3 года — войти в топ-3 no-code решений по созданию лидогенерящих сайтов. А цель на ближайший год – выйти на самоокупаемость и увеличить приток пользователей в 10 раз.  А что по задачам? Если кратко, то:   Главная задача, которую нужно решать – это конверсия из регистрации в оплату;   Приоритизация и реализация потребностей текущего А-сегмента: разработка инструментария для создания лидогенерящих сайтов (новые блоки, функционал, интеграции, etc);   Работа с командой разработки на уровне постановки задачи и её декомпозиции   Что с Вас:   Опыт работы в сфере сайтостроения будет плюсом;   Опыт построения продукта с нуля;   Умение считать unit-экономику, проводить аналитику пользователей, ABCDX-сегментацию, A/B-тестирование, все связанное с изучением пользователя и его пользовательского опыта;   Умение аргументировать свои идеи, защищать гипотезы и делать из них выводы   Что с нас:   Никакой бюрократии;   Работа с молодой талантливой и заряженной командой;   Интересный продукт.   Устройство по ТК РФ и полностью белую зарплату;   Удобный современный офис в шаговой доступности от м. &quot;Московские Ворота&quot;;   Компенсация питания и спорта;   ДМС;   Обучение: своя библиотека, семинары, конференции, курсы, внутренний менторинг, etc.  ","Product Management
Анализ поведения пользователей
Unit-экономика
Customer Development",between3And6,False,ТаймВэб,150000.0,200000.0,False,RUR,Санкт-Петербург,19:40:36 05/07/2022
Продакт менеджер / Продуктовый маркетолог (с опытом gamedev),"Привет! Мы — компания ProfitClicks, более 6 лет развиваемся в сфере интернет-рекламы. Наша специализация - продуктовая разработка и медиабаинг. Среди наших IT-продуктов: нативная рекламная сеть ads2.bid, сеть по монетизации push-уведомлений PushProfit, CPA-сеть OneProfit, RTB, DMP, трекер для аналитики трафика, Нас 170+ человек, большинство сотрудников работает в Краснодаре, часть -удаленно. Сейчас мы ищем Product менеджера на создание нового продукта - Игровой витрины. Суть проекта: на сайт с играми закупается реклама, с гугла и, вероятно, других источников трафика. Монетизация осуществляется за счет рекламы. Цели на старте:   Создание продукта Игровой витрины с нуля, от этапа анализа рынка и конкурентов   Разработать и запустить MVP   Подобрать техническую команду для реализации целей (аутсорс, фриланс или в штат)   Задачи:   Мониторинг конкурентов   Работа над увеличением монетизации продукта   Составление road map   Составление ТЗ для разработчиков   Выстраивание взаимодействия с командами баинга (внешними и внутренними) для привлечения трафика   Пожелания к опыту:   Опыт на позиции продакта/проджекта от 2 лет   Опыт в сфере gamedev или опыт работы с монетизацией продукта (через рекламу или подписки)   Умение работать с продуктовыми метриками   Со своей стороны с радостью предложим:   Развитие продукта с нуля, перспективы его масштабирования   Возможность посещать профильные конференции, обучаться на онлайн-курсах за счет компании   Оклад вилка 150-250 тыс. на руки в зависимости от опыта (обсудим на интервью). В будущем возможно добавление бонусной части - % от прибыли продукта   Гибкий старт рабочего дня (до 10:30 мск), график 5/2   Белое оформление с первого дня   Формат работы: релокация в Краснодар, либо удаленно   Релокационный пакет для желающих переехать   Компенсация фитнеса через полгода работы     Оставляйте свой отклик, если вас заинтересовала вакансия! Будем рады знакомству)","Управление проектами
Работа в команде
Gamedev
Разработка нового продукта
Разработка продукта",between1And3,False,ПРОФИТКЛИКС,150000.0,250000.0,False,RUR,Москва,19:40:41 17/07/2022
CIO / IT-директор,"Привет! Мы в поисках технического руководителя для команды инвестиционного фонда. Фонд специализируются на прямых и венчурных инвестициях в Европе и на развивающихся рынках, инвестируя в быстрорастущие компании из таких секторов как здравоохранение, образование, финансовые услуги, потребительские услуги и технологии. Основные задачи:   Управлять текущей IT-инфраструктурой компании   Сформировать стратегию развития IT-инфраструктуры   Управлять командой (основные сотрудники/фрилансеры)   Автоматизировать внутренние процессы   Внедрять новые инструменты для оптимизации работы   Участвовать в Due Diligence других компаний   Ожидания от кандидата:   Опыт управления командой   Опыт взаимодействия с собственниками\бизнесом   Опыт в роли фулстека (язык программирования значения не имеет)   Опыт работы в финансовом рынке — как преимущество   Понимание рынка инвестиций   Здорово, если есть знания в таких направлениях как AI, Data Science, Blockchain   Самостоятельный в принятии решений, проактивный   Хороший уровень коммуникаций   Свободный английский   Условия:   Работа из любой точки мира   Заработная плата в рынке   Самостоятельность в принятии решений   Возможность использовать различные технологии, внедрять новые инструменты   В процессе Due Diligence возможность взаимодействовать с лучшими специалистами в ИТ на международном рынке и познакомиться с самыми современными технологиями   ДМС, компенсация обучения и расходов на спорт  ","Английский язык
Управление персоналом
Ведение переговоров
Корпоративная стратегия
Инвестиции
Взаимодействие с инвестиционными фондами",moreThan6,False,Skyeng,350000.0,450000.0,False,RUR,Москва,19:43:02 05/07/2022
CIO / IT-директор,"Привет! Мы в поисках технического руководителя для команды инвестиционного фонда. Фонд специализируются на прямых и венчурных инвестициях в Европе и на развивающихся рынках, инвестируя в быстрорастущие компании из таких секторов как здравоохранение, образование, финансовые услуги, потребительские услуги и технологии. Основные задачи:   Управлять текущей IT-инфраструктурой компании   Сформировать стратегию развития IT-инфраструктуры   Управлять командой (основные сотрудники/фрилансеры)   Автоматизировать внутренние процессы   Внедрять новые инструменты для оптимизации работы   Участвовать в Due Diligence других компаний   Ожидания от кандидата:   Опыт управления командой   Опыт взаимодействия с собственниками\бизнесом   Опыт в роли фулстека (язык программирования значения не имеет)   Опыт работы в финансовом рынке — как преимущество   Понимание рынка инвестиций   Здорово, если есть знания в таких направлениях как AI, Data Science, Blockchain   Самостоятельный в принятии решений, проактивный   Хороший уровень коммуникаций   Свободный английский   Условия:   Работа из любой точки мира   Заработная плата в рынке   Самостоятельность в принятии решений   Возможность использовать различные технологии, внедрять новые инструменты   В процессе Due Diligence возможность взаимодействовать с лучшими специалистами в ИТ на международном рынке и познакомиться с самыми современными технологиями   ДМС, компенсация обучения и расходов на спорт  ","Английский язык
Управление персоналом
Ведение переговоров
Корпоративная стратегия
Инвестиции
Взаимодействие с инвестиционными фондами",moreThan6,False,Skyeng,350000.0,450000.0,False,RUR,Санкт-Петербург,19:43:02 05/07/2022
Механик по транспорту,"Обязанности:  Контроль транспорта, оценка технического состояния автотранспорта; Организация ремонта автомобилей и контроль за качеством выполнения технического обслуживания; Контроль за своевременностью направления автомобилей на техническое обслуживание в соответствии с планом. Ведение документации по учету и списанию товарно-материальных ценностей; Ведение технической документации по производству работ, заказ запчастей; Постановка автотранспорта на учет в МРЭО и прохождение техосмотра; Заключение договоров с СТО; + работа по БДД(ведение журналов и инструктажи).  Требования:  Коммуникабельность, умение пользоваться ПК и оргтехникой; Знание технической части грузового транспорта; НАЛИЧИЕ ПРАВ КАТЕГОРИИ: С,Е БУДЕТ ЯВЛЯТЬСЯ ПРИОРИТЕТОМ; Работа по БДД.  Условия:  Офис и парк находятся в г. Липецк; Официальное трудоустройство; Сотовая связь, служебный автомобиль (предоставляется);  Уровень зарплаты по итогам собеседования.  ","Знание устройства автомобиля
Умение работать в команде
Мобильность",between1And3,False,Фасттранс,40000.0,50000.0,False,RUR,Липецк,19:47:23 05/07/2022
Full-Stack разработчик/программист,"В команду Флора Деливери ищем классного Full-Stack разработчика на 10 часов в неделю!Нашему проекту 7 лет, за это время мы успели выполнить более 185 000 заказов. Мы - IT-проект, который стремится стать известным ведущим мировым брендом цветов. Мы с нуля разработали и запустили собственную ERP-систему. Наш программист, проработавший с нами 4 года, ушел в сферу, которая всегда его привлекала - разработка игр. В связи с этим мы ищем нового программиста в нашу команду! Наш сотрудник на связи и сможет что-то подсказать/показать по задачам. Нам нужен надежный, рассудительный, стабильный человек, с большим опытом работы (от 7 лет). Знание Backend - уровень Senior и выше; frontend - достаточно знаний junior. В сопроводительном письме, пожалуйста, укажите кодовое слово &quot;фича&quot;, чтобы мы знали, что вы внимательно ознакомились с вакансией. Обязанности и задачи: 1. Работа над текущей ERP-системой (накопилось много задач) 3. Рефакторинг модуля складской системы 4. Cоздание телеграм-ботов для курьеров5. Написание модуля системы оплаты за подписку на цветы для дома6. Интеграция с маркет плейсами (задача на далекое будущее) Необходимые навыки: - Опыт (от 7-х лет) разработки на PHP; - Понимание принципов ООП и умение применять их на практике; - Опыт работы с фреймворком Yii2 (от года); - MySQL, опыт проектирования и оптимизации БД, составления и оптимизации сложных запросов; - Хорошее знание HTML+ CSS + js - Опыт работы с REST API - Умение работы с legacy code Условия:  работа удаленно. Созвоны и личные встречи оговариваются индивидуально зарплата от 50 000 до 70 000 руб. (мы готовы обсуждать ваши условия) выплаты стабильно 2 раза в месяц крутой перспективный интересный продукт работа по 2 часа в день, 5/2Пожалуйста, приложите ссылки на действующие соц. сети, если они есть, в сопроводительном письме  ","Пользователь ПК
Умение работать в коллективе
PHP
Yii2
Redis
RabbitMQ",moreThan6,False,Флора деливери,50000.0,70000.0,False,RUR,Москва,19:47:26 17/07/2022
